ranger	/ʁɑ̃.ʒe/	to tidy	[sound:home-154.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::devoirs french::pos::verb
réduire	/ʁe.dɥiʁ/	to reduce	[sound:home-155.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb
rembourser	/ʁɑ̃.buʁ.se/	reimburse	[sound:home-156.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb
routier	/ʀu.tje/	road (or adj.driving, station routière=bus station)	[sound:home-157.mp3]	<img src="phome-157.jpeg" style="width: 400px;">	https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb french::pos::adjective
sale	/sal/	dirty	[sound:home-158.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::adjective
se trouver	/tʁu.ve/	to be situated	[sound:home-159.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb
surchargé	/syʀ.ʃaʀ.ʒe/	overcrowded	[sound:home-160.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::adjective
surtout	/syʁ.tu/	especially	[sound:home-161.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::adverb
tard	/taʁ/	late	[sound:home-162.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::adverb french::time
tôt	/to/	early	[sound:home-163.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::adverb french::time
travailler	/tʁa.va.je/	to work	[sound:home-164.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb
trop de	/tʁo də/	too many	[sound:home-165.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::adverb
vendre	/vɑ̃dʁ/	to sell	[sound:home-166.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb
vivre	/vivʁ/	to live	[sound:home-167.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb
voir	/vwaʁ/	to see	[sound:home-168.mp3]		https://app.memrise.com/course/5534175/french-gcse-aqa-vocabulary/	french::home french::pos::verb
